"","date","reef","ColumnID","sp.gen","tl"
"66","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"67","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"68","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"69","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"70","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"71","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"72","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"73","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"74","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"75","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"76","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"77","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"78","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"79","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"80","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"81","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"82","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"83","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"84","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"85","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"86","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"87","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"88","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"89","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"90","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"91","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"92","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"93","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"94","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"95","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"96","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"97","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"98","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"99","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"100","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"101","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"102","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"103","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"104","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"105","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"106","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"107","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"108","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"109","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"110","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"111","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"112","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"113","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"114","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"115","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"116","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"117","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"118","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"119","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"120","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"121","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"122","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"123","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"124","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"125","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"126","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"127","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"128","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"129","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"130","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"131","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"132","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"133","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"134","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"135","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"136","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"137","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"138","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"139","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"140","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"141","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"142","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"143","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"144","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"145","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"146","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"147","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"148","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"149","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"150","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"151","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"152","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"153","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"154","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"155","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"156","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"157","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"158","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"159","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"160","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"161","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"162","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"163","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"164","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"165","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"166","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"167","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"168","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"169","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"170","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"171","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"172","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"173","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"174","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"175","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"176","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"177","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"178","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"179","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"180","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"181","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"182","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"183","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"184","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"185","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"186","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"187","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"188","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"189","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"190","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"191","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"192","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"193","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"194","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"195","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"196","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"197","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"198","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"199","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"200","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"201","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"202","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"203","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"204","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"205","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"206","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"207","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"208","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"209","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"210","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"211","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"212","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"213","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"214","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"215","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"216","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"217","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"218","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"219","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"220","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"221","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"222","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"223","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"224","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"225","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"226","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"227","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"228","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"229","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"230","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"231","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"232","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"233","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"234","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"235","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"236","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"237","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"238","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"239","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"240","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"241","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"242","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"243","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"244","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"245","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"246","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"247","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"248","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"249","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"250","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"251","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"252","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"253","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"254","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"255","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"256","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"257","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"258","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"259","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"260","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"261","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"262","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"263","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"264","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"265","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"266","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"267","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"268","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"269","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"270","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"271","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"272","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"273","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"274","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"275","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"276","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"277","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"278","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"279","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"280","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"281","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"282","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"283","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"284","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"285","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"286","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"287","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"288","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"289","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"290","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"291","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"292","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"293","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"294","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"295","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"296","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"297","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"298","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"299","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"300","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"301","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"302","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"303","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"304","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"305","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"306","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"307","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"308","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"309","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"310","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"311","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"312","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"313","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"314","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"315","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"316","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"317","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"318","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"319","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"320","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"321","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"322","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"323","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"324","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",8
"325","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",14
"326","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",14
"327","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",14
"328","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",14
