"Reef","Shoot.growth","C.production","SLA","Seagrass.P","Seagrass.N","LAI"
"LH2","-1.72210085265745","-0.145913480583042","0","-0.03732951954019","0","-603780.591055097"
"LH2","-1.99175465360915","-0.194363107423041","0","-0.041437428310393","0","-827188.63594219"
"LH2","-1.79237405259246","-0.167965195332413","0","-0.0377385846059538","0","-711835.567496935"
"LH3","-0.613232797222174","-0.0794984913848473","0","-0.0287805948436041","-0.249923320703495","-63176.6175536511"
"LH3","-0.620259430270206","-0.0916177855375947","0","-0.0294670132456832","-0.261551340555782","-49904.6876565946"
"LH3","-0.432685574811946","-0.0624964038920211","0","-0.0252192035310045","-0.199572120270113","-89841.0213971776"
"LH3","-0.644141877091882","-0.0965742760219488","0","-0.0302660130127405","-0.272581852394429","-44551.4327994884"
"LH3","-0.553249629409416","-0.0807088705105046","0","-0.0282723625407046","-0.243713332841979","-63700.3694428123"
"LH3","-0.443187962075764","-0.0581702615812505","0","-0.0252722276367488","-0.200424761738433","-88311.3607643136"
"LH3","-0.357771626782798","-0.050350811257354","0","-0.022952406726083","-0.16776968068704","-107907.925038607"
"LH3","-0.499115589796423","-0.06189267030185","0","-0.0251941197823252","-0.199754488431678","-112543.591039338"
"LH3","-0.573407374477731","-0.0770809192154965","0","-0.02831067256124","-0.242223178198462","-66905.6232922167"
"LH3","-0.493210538699974","-0.0661758437970204","0","-0.0266006231842119","-0.218763466057956","-67363.7568283983"
"MOW1","-0.246546538750096","0","-0.457202140301093","-0.0342987786642075","-0.213913176251629","0"
"MOW1","-0.174741456462418","0","-0.340643457989021","-0.0362209095987606","-0.237139667947474","0"
"MOW1","-0.28796540200333","0","-0.467876477440417","-0.0297909709943427","-0.164850301030283","0"
"MOW1","-0.160607564670386","0","-0.307099067386134","-0.0372351627346452","-0.248434009254808","0"
"MOW1","-0.263171129676348","0","-0.481162298981111","-0.0336530036126769","-0.216304243285115","0"
"MOW1","-0.311531301609634","0","-0.539221077112261","-0.0333691073072419","-0.161970272566648","0"
"MOW1","-0.347695182966408","0","-0.554512548502914","-0.0269688184535968","-0.130541503488734","0"
"MOW1","-0.378158151369282","0","-0.648919170489642","-0.0297966733706752","-0.166804205176016","0"
"MOW1","-0.207948010447869","0","-0.385182437815557","-0.0336579893882926","-0.209558907285499","0"
"MOW1","-0.233896034877068","0","-0.428080753004783","-0.0352368027699839","-0.180275965639885","0"
"MOW2","-0.837224145612128","0","-2.56209337072848","-0.0257732275731393","-0.324692612596239","0"
"MOW2","-0.897093733303413","0","-2.77821957262746","-0.0270493758675842","-0.351950531182086","0"
"MOW2","-0.699995339768674","0","-2.04837601175455","-0.0219578657753639","-0.259794457775306","0"
"MOW2","-0.928129394922005","0","-2.8864318780875","-0.0279361327903255","-0.366083252662435","0"
"MOW2","-0.818776073111718","0","-2.50737657759593","-0.0277205272578784","-0.316906018820848","0"
"MOW2","-0.70319761601677","0","-2.01215707915889","-0.0209707744242522","-0.262147756536826","0"
"MOW2","-0.613507193169292","0","-1.7338886217407","-0.0182833049126837","-0.227010495879636","0"
"MOW2","-0.7001188759832","0","-2.06135280502593","-0.0217861353584649","-0.260700268500457","0"
"MOW2","-0.817304287858853","0","-2.46619921224622","-0.0246926914624836","-0.313841323927695","0"
"MOW2","-0.75328514854733","0","-2.24739920759314","-0.0224088498956222","-0.284994193824803","0"
"MOW3","0","0","-1.3175679133115","-0.00793982981921551","0","0"
"MOW3","0","0","-1.55706808572805","-0.00602404967514436","0","0"
"MOW3","0","0","-0.912975333164781","-0.00768926056344718","0","0"
"MOW3","0","0","-1.6306201268945","-0.00569592583429286","0","0"
"MOW3","0","0","-1.31721301190405","-0.00749075029907402","0","0"
"MOW3","0","0","-0.921426329191583","-0.00860055704561399","0","0"
"MOW3","0","0","-0.679603488992765","-0.0087745751919311","0","0"
"MOW3","0","0","-0.955790164406334","-0.00965361795908581","0","0"
"MOW3","0","0","-1.18195204693425","-0.0062185564883082","0","0"
"MOW3","0","0","-1.04205791391569","-0.00704252253906032","0","0"
