"","reef.date","date","reef","ColumnID","sp.gen","tl"
"43","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",14
"44","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",14
"45","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"46","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"47","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"48","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"49","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"50","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"51","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"52","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"53","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"54","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"55","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"56","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"57","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"58","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"59","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"60","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"61","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"62","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"63","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"64","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"65","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"66","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"67","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"68","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"69","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"70","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"71","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"72","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"73","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"74","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"75","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"76","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"77","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"78","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"79","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"80","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"81","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"82","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"83","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"84","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",10
"85","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"86","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"87","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"88","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"89","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"90","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"91","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"92","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"93","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"94","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"95","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"96","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"97","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"98","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"99","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"100","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"101","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"102","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"103","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"104","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"105","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"106","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"107","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"108","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"109","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"110","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"111","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"112","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"113","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"114","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"115","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"116","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"117","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"118","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"119","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"120","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"121","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"122","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"123","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"124","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonflavolineatum","Haemulon flavolineatum",8
"125","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"126","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"127","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"128","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"129","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"130","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"131","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"132","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"133","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"134","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"135","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"136","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"137","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"138","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"139","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"140","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"141","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"142","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"143","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"144","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"145","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"146","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"147","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"148","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"149","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"150","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"151","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"152","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"153","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"154","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"155","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"156","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"157","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"158","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"159","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"160","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"161","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"162","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"163","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"164","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",14
"165","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"166","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"167","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"168","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"169","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"170","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"171","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"172","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"173","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"174","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"175","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"176","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"177","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"178","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"179","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"180","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"181","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"182","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"183","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"184","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"185","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"186","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"187","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"188","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"189","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"190","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"191","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"192","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"193","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"194","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"195","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"196","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"197","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"198","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"199","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"200","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"201","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"202","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"203","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"204","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",10
"205","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"206","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"207","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"208","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"209","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"210","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"211","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"212","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"213","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"214","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"215","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"216","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"217","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"218","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"219","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"220","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"221","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"222","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"223","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"224","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"225","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"226","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"227","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"228","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"229","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"230","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"231","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"232","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"233","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"234","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"235","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"236","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"237","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"238","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"239","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"240","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"241","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"242","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"243","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"244","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonplumieri","Haemulon plumieri",8
"245","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"246","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"247","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"248","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"249","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"250","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"251","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"252","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"253","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"254","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"255","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"256","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"257","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"258","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"259","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"260","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"261","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"262","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"263","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"264","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"265","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"266","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"267","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
"268","H3_6/22/18","6/22/18","H3","HaemulidaeHaemulonsp","Haemulon aurolineatum",10
