"","reef.date","date","reef","sp.gen","tl","abund","biomass","biomass.tot"
"H3_6/22/18.1014","H3_6/22/18","6/22/18","H3","Scarus iserti",8,19,8.86012499454086,168.342374896276
"H3_6/22/18.1061","H3_6/22/18","6/22/18","H3","Sparisoma viride",14,1,63.424695806406,63.424695806406
"H3_6/22/18.1073","H3_6/22/18","6/22/18","H3","Sparisoma viride",10,2,23.8647258289128,47.7294516578256
"H3_6/22/18.1094","H3_6/22/18","6/22/18","H3","Nicholsina usta",8,10,20.5795944540444,205.795944540444
"H3_6/22/18.1095","H3_6/22/18","6/22/18","H3","Nicholsina usta",8,10,20.5795944540444,205.795944540444
"H3_6/22/18.1142","H3_6/22/18","6/22/18","H3","Pterois volitans",15,1,36.8869478972892,36.8869478972892
"H3_6/22/18.1193","H3_6/22/18","6/22/18","H3","Canthigaster rostrata",6,1,6.41332376020571,6.41332376020571
"H5_6/17/18.23","H5_6/17/18","6/17/18","H5","Acanthurus coeruleus",8,2,15.616,31.232
"H5_6/17/18.67","H5_6/17/18","6/17/18","H5","Acanthurus bahianus",14,2,60.6237656510198,121.24753130204
"H5_6/17/18.68","H5_6/17/18","6/17/18","H5","Acanthurus bahianus",12,1,38.324474621922,38.324474621922
"H5_6/17/18.100","H5_6/17/18","6/17/18","H5","Chaetodon capistratus",12,1,57.3530108133053,57.3530108133053
"H5_6/17/18.102","H5_6/17/18","6/17/18","H5","Chaetodon capistratus",3,1,1.08808956772139,1.08808956772139
"H5_6/17/18.497","H5_6/17/18","6/17/18","H5","Holocentrus adscensionis",10,10,19.8,198
"H5_6/17/18.526","H5_6/17/18","6/17/18","H5","Holocentrus adscensionis",14,1,54.3312,54.3312
"H5_6/17/18.587","H5_6/17/18","6/17/18","H5","Holocentrus adscensionis",8,5,10.1376,50.688
"H5_6/17/18.632","H5_6/17/18","6/17/18","H5","Myripristis jacobus",12,10,95.652421302053,956.52421302053
"H5_6/17/18.648","H5_6/17/18","6/17/18","H5","Sargocentron coruscum",8,11,7.51188575904185,82.6307433494603
"H5_6/17/18.657","H5_6/17/18","6/17/18","H5","Sargocentron coruscum",12,10,23.510928326181,235.10928326181
"H5_6/17/18.663","H5_6/17/18","6/17/18","H5","Myripristis jacobus",15,4,175.505690929379,702.022763717517
"H5_6/17/18.664","H5_6/17/18","6/17/18","H5","Myripristis jacobus",10,5,58.2536280877248,291.268140438624
"H5_6/17/18.736","H5_6/17/18","6/17/18","H5","Halichoeres bivittatus",11,1,15.4121078457319,15.4121078457319
"H5_6/17/18.836","H5_6/17/18","6/17/18","H5","Lutjanus apodus",14,1,50.2176525319638,50.2176525319638
"H5_6/17/18.976","H5_6/17/18","6/17/18","H5","Scarus iserti",8,12,8.86012499454086,106.32149993449
"H5_6/17/18.1175","H5_6/17/18","6/17/18","H5","Hypoplectrus nigricans",8,2,8.22290028400626,16.4458005680125
"H2_6/22/18.27","H2_6/22/18","6/22/18","H2","Acanthurus coeruleus",8,1,15.616,15.616
"H2_6/22/18.34","H2_6/22/18","6/22/18","H2","Acanthurus coeruleus",6,1,6.588,6.588
"H2_6/22/18.66","H2_6/22/18","6/22/18","H2","Acanthurus bahianus",12,2,38.324474621922,76.6489492438439
"H2_6/22/18.103","H2_6/22/18","6/22/18","H2","Chaetodon capistratus",8,2,17.9860261595756,35.9720523191512
"H2_6/22/18.164","H2_6/22/18","6/22/18","H2","Haemulon plumieri",12,50,31.2099537670289,1560.49768835144
"H2_6/22/18.167","H2_6/22/18","6/22/18","H2","Haemulon plumieri",6,20,3.48880826915612,69.7761653831223
"H2_6/22/18.216","H2_6/22/18","6/22/18","H2","Haemulon plumieri",10,20,17.5382142145822,350.764284291644
"H2_6/22/18.452","H2_6/22/18","6/22/18","H2","Haemulon aurolineatum",12,20,28.9527408412288,579.054816824576
"H2_6/22/18.495","H2_6/22/18","6/22/18","H2","Holocentrus adscensionis",12,80,34.2144,2737.152
"H2_6/22/18.519","H2_6/22/18","6/22/18","H2","Holocentrus adscensionis",8,10,10.1376,101.376
"H2_6/22/18.608","H2_6/22/18","6/22/18","H2","Myripristis jacobus",14,8,145.475961351579,1163.80769081263
"H2_6/22/18.645","H2_6/22/18","6/22/18","H2","Sargocentron coruscum",12,20,23.510928326181,470.218566523621
"H2_6/22/18.672","H2_6/22/18","6/22/18","H2","Myripristis jacobus",16,2,209.184418241252,418.368836482503
"H2_6/22/18.679","H2_6/22/18","6/22/18","H2","Myripristis jacobus",10,40,58.2536280877248,2330.14512350899
"H2_6/22/18.718","H2_6/22/18","6/22/18","H2","Halichoeres bivittatus",10,3,11.6467512072819,34.9402536218456
"H2_6/22/18.758","H2_6/22/18","6/22/18","H2","Halichoeres bivittatus",8,4,6.04472543664824,24.178901746593
"H2_6/22/18.789","H2_6/22/18","6/22/18","H2","Thalassoma bifasciatum",6,1,1.98897101407015,1.98897101407015
"H2_6/22/18.795","H2_6/22/18","6/22/18","H2","Thalassoma bifasciatum",9,1,6.48852203315662,6.48852203315662
"H2_6/22/18.935","H2_6/22/18","6/22/18","H2","Abudefduf saxatilis",6,1,6.32378485152022,6.32378485152022
"H2_6/22/18.956","H2_6/22/18","6/22/18","H2","Stegastes leucostictus",8,1,12.2648833193469,12.2648833193469
"H2_6/22/18.1011","H2_6/22/18","6/22/18","H2","Scarus iserti",8,8,8.86012499454086,70.8809999563269
"H2_6/22/18.1056","H2_6/22/18","6/22/18","H2","Sparisoma radians",9,1,13.7479509516153,13.7479509516153
"H2_6/22/18.1068","H2_6/22/18","6/22/18","H2","Sparisoma viride",10,2,23.8647258289128,47.7294516578256
"H2_6/22/18.1082","H2_6/22/18","6/22/18","H2","Nicholsina usta",6,5,10.3623420883515,51.8117104417577
"H2_6/22/18.1083","H2_6/22/18","6/22/18","H2","Nicholsina usta",6,5,10.3623420883515,51.8117104417577
"H2_6/22/18.1185","H2_6/22/18","6/22/18","H2","Canthigaster rostrata",6,1,6.41332376020571,6.41332376020571
"H5_6/5/18.29","H5_6/5/18","6/5/18","H5","Acanthurus coeruleus",4,1,1.952,1.952
"H5_6/5/18.58","H5_6/5/18","6/5/18","H5","Acanthurus bahianus",12,1,38.324474621922,38.324474621922
"H5_6/5/18.61","H5_6/5/18","6/5/18","H5","Acanthurus bahianus",9,6,16.2848389730304,97.7090338381821
"H5_6/5/18.576","H5_6/5/18","6/5/18","H5","Holocentrus adscensionis",11,10,26.3538,263.538
"H5_6/5/18.610","H5_6/5/18","6/5/18","H5","Myripristis jacobus",14,2,145.475961351579,290.951922703157
"H5_6/5/18.615","H5_6/5/18","6/5/18","H5","Myripristis jacobus",12,26,95.652421302053,2486.96295385338
"H5_6/5/18.647","H5_6/5/18","6/5/18","H5","Sargocentron coruscum",12,20,23.510928326181,470.218566523621
"H5_6/5/18.676","H5_6/5/18","6/5/18","H5","Myripristis jacobus",16,1,209.184418241252,209.184418241252
"H5_6/5/18.744","H5_6/5/18","6/5/18","H5","Halichoeres bivittatus",6,5,2.5951898762586,12.975949381293
"H5_6/5/18.837","H5_6/5/18","6/5/18","H5","Lutjanus apodus",14,2,50.2176525319638,100.435305063928
"H5_6/5/18.982","H5_6/5/18","6/5/18","H5","Scarus iserti",9,6,12.6450475429351,75.8702852576104
"H5_6/5/18.993","H5_6/5/18","6/5/18","H5","Scarus iserti",7,3,5.91976094120535,17.759282823616
"H5_6/5/18.998","H5_6/5/18","6/5/18","H5","Scarus iserti",10,1,17.3823338976449,17.3823338976449
"H5_6/5/18.1141","H5_6/5/18","6/5/18","H5","Pterois volitans",12,1,17.6987204424337,17.6987204424337
"MOW2_5/20/18.30","MOW2_5/20/18","5/20/18","MOW2","Acanthurus coeruleus",8,1,15.616,15.616
"MOW2_5/20/18.43","MOW2_5/20/18","5/20/18","MOW2","Acanthurus coeruleus",15,1,102.9375,102.9375
"MOW2_5/20/18.169","MOW2_5/20/18","5/20/18","MOW2","Haemulon plumieri",6,30,3.48880826915612,104.664248074683
"MOW2_5/20/18.239","MOW2_5/20/18","5/20/18","MOW2","Haemulon plumieri",5,50,1.96051129184004,98.0255645920021
"MOW2_5/20/18.262","MOW2_5/20/18","5/20/18","MOW2","Haemulon plumieri",7,50,5.6794894141311,283.974470706555
"MOW2_5/20/18.296","MOW2_5/20/18","5/20/18","MOW2","Haemulon plumieri",18,3,112.448279109471,337.344837328412
"MOW2_5/20/18.340","MOW2_5/20/18","5/20/18","MOW2","Haemulon plumieri",15,8,63.1895202986957,505.516162389565
"MOW2_5/20/18.814","MOW2_5/20/18","5/20/18","MOW2","Thalassoma bifasciatum",7,3,3.1178748725725,9.3536246177175
"MOW2_5/20/18.827","MOW2_5/20/18","5/20/18","MOW2","Thalassoma bifasciatum",8,1,4.60229865518862,4.60229865518862
"MOW2_5/20/18.944","MOW2_5/20/18","5/20/18","MOW2","Chromis multilineata",5,1,2.20072467690136,2.20072467690136
"MOW2_5/20/18.945","MOW2_5/20/18","5/20/18","MOW2","Chromis multilineata",4,1,1.19061800940281,1.19061800940281
"MOW2_5/20/18.1170","MOW2_5/20/18","5/20/18","MOW2","Epinephelus striatus",30,1,482.742257208935,482.742257208935
"MOW2_5/20/18.1219","MOW2_5/20/18","5/20/18","MOW2","Canthigaster rostrata",8,1,14.9977895037647,14.9977895037647
"MOW2_5/20/18.1224","MOW2_5/20/18","5/20/18","MOW2","Canthigaster rostrata",5,3,3.74335439556503,11.2300631866951
"LH3_5/21/18.33","LH3_5/21/18","5/21/18","LH3","Acanthurus coeruleus",12,2,52.704,105.408
"LH3_5/21/18.291","LH3_5/21/18","5/21/18","LH3","Haemulon plumieri",15,20,63.1895202986957,1263.79040597391
"LH3_5/21/18.295","LH3_5/21/18","5/21/18","LH3","Haemulon plumieri",25,5,317.653266564654,1588.26633282327
"LH3_5/21/18.360","LH3_5/21/18","5/21/18","LH3","Haemulon plumieri",20,10,156.892214350821,1568.92214350821
"LH3_5/21/18.485","LH3_5/21/18","5/21/18","LH3","Anisotremus surinamensis",37,1,1223.61026160767,1223.61026160767
"LH3_5/21/18.486","LH3_5/21/18","5/21/18","LH3","Anisotremus surinamensis",32,1,790.418971869318,790.418971869318
"LH3_5/21/18.584","LH3_5/21/18","5/21/18","LH3","Holocentrus adscensionis",20,4,158.4,633.6
"LH3_5/21/18.659","LH3_5/21/18","5/21/18","LH3","Sargocentron coruscum",14,1,36.2792285502235,36.2792285502235
"LH3_5/21/18.859","LH3_5/21/18","5/21/18","LH3","Lutjanus griseus",25,20,247.066211523302,4941.32423046603
"LH3_5/21/18.870","LH3_5/21/18","5/21/18","LH3","Lutjanus griseus",30,20,417.759762532672,8355.19525065344
"LH3_5/21/18.876","LH3_5/21/18","5/21/18","LH3","Lutjanus griseus",35,15,651.318799708853,9769.7819956328
"LH3_5/21/18.890","LH3_5/21/18","5/21/18","LH3","Ocyurus chrysurus",15,1,63.6899730809743,63.6899730809743
"LH3_5/21/18.928","LH3_5/21/18","5/21/18","LH3","Pomacanthus paru",12,1,47.9751800221658,47.9751800221658
"LH3_5/21/18.937","LH3_5/21/18","5/21/18","LH3","Abudefduf saxatilis",14,1,90.6066649720747,90.6066649720747
"MOW2_5/21/17.38","MOW2_5/21/17","5/21/17","MOW2","Acanthurus coeruleus",14,1,83.692,83.692
"MOW2_5/21/17.140","MOW2_5/21/17","5/21/17","MOW2","Haemulon parra",4,3,1.2613006816939,3.7839020450817
"MOW2_5/21/17.153","MOW2_5/21/17","5/21/17","MOW2","Haemulon plumieri",4,8,0.968316684298816,7.74653347439053
"MOW2_5/21/17.168","MOW2_5/21/17","5/21/17","MOW2","Haemulon plumieri",12,5,31.2099537670289,156.049768835144
"MOW2_5/21/17.202","MOW2_5/21/17","5/21/17","MOW2","Haemulon plumieri",3,6,0.389996833375342,2.33998100025205
"MOW2_5/21/17.253","MOW2_5/21/17","5/21/17","MOW2","Haemulon plumieri",13,5,40.1960238861286,200.980119430643
"MOW2_5/21/17.278","MOW2_5/21/17","5/21/17","MOW2","Haemulon plumieri",17,2,93.8599893454637,187.719978690927
"MOW2_5/21/17.396","MOW2_5/21/17","5/21/17","MOW2","Haemulon plumieri",14,5,50.8072064614307,254.036032307153
"MOW2_5/21/17.542","MOW2_5/21/17","5/21/17","MOW2","Holocentrus adscensionis",15,1,66.825,66.825
"MOW2_5/21/17.768","MOW2_5/21/17","5/21/17","MOW2","Halichoeres bivittatus",4,1,0.788168944714787,0.788168944714787
"MOW2_5/21/17.799","MOW2_5/21/17","5/21/17","MOW2","Halichoeres garnoti",5,1,1.18857641498672,1.18857641498672
"MOW2_5/21/17.805","MOW2_5/21/17","5/21/17","MOW2","Thalassoma bifasciatum",4,2,0.609692881459889,1.21938576291978
"MOW2_5/21/17.819","MOW2_5/21/17","5/21/17","MOW2","Halichoeres garnoti",3,2,0.211976432246186,0.423952864492371
"MOW2_5/21/17.947","MOW2_5/21/17","5/21/17","MOW2","Chromis cyanea",4,3,1.2032,3.6096
"MOW2_5/21/17.959","MOW2_5/21/17","5/21/17","MOW2","Stegastes leucostictus",6,1,5.34521635243402,5.34521635243402
"MOW2_5/21/17.965","MOW2_5/21/17","5/21/17","MOW2","Stegastes leucostictus",7,1,8.34143308093739,8.34143308093739
"MOW2_5/21/17.969","MOW2_5/21/17","5/21/17","MOW2","Stegastes leucostictus",3,1,0.722589573814668,0.722589573814668
"MOW2_5/21/17.1186","MOW2_5/21/17","5/21/17","MOW2","Canthigaster rostrata",5,1,3.74335439556503,3.74335439556503
"MOW2_5/21/17.1189","MOW2_5/21/17","5/21/17","MOW2","Canthigaster rostrata",4,1,1.93680401497468,1.93680401497468
"MOW2_5/21/17.1228","MOW2_5/21/17","5/21/17","MOW2","Canthigaster rostrata",6,1,6.41332376020571,6.41332376020571
"H8_6/19/18.41","H8_6/19/18","6/19/18","H8","Acanthurus coeruleus",6,1,6.588,6.588
"H8_6/19/18.53","H8_6/19/18","6/19/18","H8","Acanthurus coeruleus",10,2,30.5,61
"H8_6/19/18.173","H8_6/19/18","6/19/18","H8","Haemulon plumieri",10,1,17.5382142145822,17.5382142145822
"H8_6/19/18.528","H8_6/19/18","6/19/18","H8","Holocentrus adscensionis",10,5,19.8,99
"H8_6/19/18.539","H8_6/19/18","6/19/18","H8","Holocentrus adscensionis",12,8,34.2144,273.7152
"H8_6/19/18.734","H8_6/19/18","6/19/18","H8","Halichoeres bivittatus",12,2,19.9033600132889,39.8067200265777
"H8_6/19/18.746","H8_6/19/18","6/19/18","H8","Halichoeres bivittatus",6,5,2.5951898762586,12.975949381293
"H8_6/19/18.984","H8_6/19/18","6/19/18","H8","Scarus iserti",9,10,12.6450475429351,126.450475429351
"H8_6/19/18.1108","H8_6/19/18","6/19/18","H8","Pareques acuminatus",8,1,6.78753830252073,6.78753830252073
"H8_6/19/18.1151","H8_6/19/18","6/19/18","H8","Pterois volitans",15,1,36.8869478972892,36.8869478972892
"H1_6/15/18.44","H1_6/15/18","6/15/18","H1","Acanthurus coeruleus",4,1,1.952,1.952
"H1_6/15/18.126","H1_6/15/18","6/15/18","H1","Haemulon flavolineatum",6,3,4.5576,13.6728
"H1_6/15/18.136","H1_6/15/18","6/15/18","H1","Haemulon flavolineatum",10,25,21.1,527.5
"H1_6/15/18.416","H1_6/15/18","6/15/18","H1","Haemulon aurolineatum",10,10,16.1324378251591,161.324378251591
"H1_6/15/18.434","H1_6/15/18","6/15/18","H1","Haemulon aurolineatum",12,7,28.9527408412288,202.669185888602
"H1_6/15/18.474","H1_6/15/18","6/15/18","H1","Haemulon sp.",7,60,5.6794894141311,340.769364847866
"H1_6/15/18.549","H1_6/15/18","6/15/18","H1","Holocentrus adscensionis",18,1,115.4736,115.4736
"H1_6/15/18.644","H1_6/15/18","6/15/18","H1","Sargocentron coruscum",12,4,23.510928326181,94.0437133047241
"H1_6/15/18.677","H1_6/15/18","6/15/18","H1","Myripristis jacobus",16,10,209.184418241252,2091.84418241252
"H1_6/15/18.700","H1_6/15/18","6/15/18","H1","Sargocentron coruscum",10,9,14.0751733117142,126.676559805428
"H1_6/15/18.808","H1_6/15/18","6/15/18","H1","Thalassoma bifasciatum",8,2,4.60229865518862,9.20459731037725
"H1_6/15/18.912","H1_6/15/18","6/15/18","H1","Holacanthus tricolor",10,1,30.8634001090281,30.8634001090281
"H1_6/15/18.926","H1_6/15/18","6/15/18","H1","Pomacanthus paru",10,1,27.1328889858928,27.1328889858928
"H1_6/15/18.963","H1_6/15/18","6/15/18","H1","Stegastes leucostictus",6,1,5.34521635243402,5.34521635243402
"H1_6/15/18.1049","H1_6/15/18","6/15/18","H1","Sparisoma aurofrenatum",8,2,8.30232193604177,16.6046438720835
"H1_6/15/18.1066","H1_6/15/18","6/15/18","H1","Sparisoma viride",4,1,1.66625215507752,1.66625215507752
"H1_6/15/18.1070","H1_6/15/18","6/15/18","H1","Sparisoma viride",9,4,17.5723942827577,70.2895771310306
"H1_6/15/18.1074","H1_6/15/18","6/15/18","H1","Nicholsina usta",8,2,20.5795944540444,41.1591889080889
"H1_6/15/18.1076","H1_6/15/18","6/15/18","H1","Nicholsina usta",8,2,20.5795944540444,41.1591889080889
"H1_6/15/18.1077","H1_6/15/18","6/15/18","H1","Nicholsina usta",4,3,3.93985530788137,11.8195659236441
"H1_6/15/18.1078","H1_6/15/18","6/15/18","H1","Nicholsina usta",4,3,3.93985530788137,11.8195659236441
"H1_6/15/18.1091","H1_6/15/18","6/15/18","H1","Nicholsina usta",7,1,14.9666987985392,14.9666987985392
"H1_6/15/18.1103","H1_6/15/18","6/15/18","H1","Nicholsina usta",7,1,14.9666987985392,14.9666987985392
"H1_6/15/18.1174","H1_6/15/18","6/15/18","H1","Hypoplectrus nigricans",10,1,16.7260228270574,16.7260228270574
"H1_6/15/18.1183","H1_6/15/18","6/15/18","H1","Aulostomus maculatus",30,1,68.4682940808298,68.4682940808298
"H1_6/15/18.1196","H1_6/15/18","6/15/18","H1","Canthigaster rostrata",7,1,10.110602456415,10.110602456415
"H1_6/15/18.1208","H1_6/15/18","6/15/18","H1","Canthigaster rostrata",3,1,0.828212131193128,0.828212131193128
"H6_6/17/18.45","H6_6/17/18","6/17/18","H6","Acanthurus coeruleus",4,1,1.952,1.952
"H6_6/17/18.119","H6_6/17/18","6/17/18","H6","Haemulon flavolineatum",11,1,28.0841,28.0841
"H6_6/17/18.121","H6_6/17/18","6/17/18","H6","Haemulon flavolineatum",8,5,10.8032,54.016
"H6_6/17/18.410","H6_6/17/18","6/17/18","H6","Haemulon aurolineatum",8,10,7.88572724219466,78.8572724219466
"H6_6/17/18.436","H6_6/17/18","6/17/18","H6","Haemulon aurolineatum",11,15,21.9015734345309,328.523601517963
"H6_6/17/18.492","H6_6/17/18","6/17/18","H6","Holocentrus adscensionis",15,2,66.825,133.65
"H6_6/17/18.505","H6_6/17/18","6/17/18","H6","Holocentrus adscensionis",10,25,19.8,495
"H6_6/17/18.527","H6_6/17/18","6/17/18","H6","Holocentrus adscensionis",8,10,10.1376,101.376
"H6_6/17/18.559","H6_6/17/18","6/17/18","H6","Holocentrus adscensionis",12,30,34.2144,1026.432
"H6_6/17/18.605","H6_6/17/18","6/17/18","H6","Myripristis jacobus",10,20,58.2536280877248,1165.0725617545
"H6_6/17/18.681","H6_6/17/18","6/17/18","H6","Myripristis jacobus",12,30,95.652421302053,2869.57263906159
"H6_6/17/18.762","H6_6/17/18","6/17/18","H6","Halichoeres bivittatus",10,1,11.6467512072819,11.6467512072819
"H6_6/17/18.770","H6_6/17/18","6/17/18","H6","Halichoeres bivittatus",8,10,6.04472543664824,60.4472543664824
"H6_6/17/18.772","H6_6/17/18","6/17/18","H6","Halichoeres radiatus",4,2,0.883750249286955,1.76750049857391
"H6_6/17/18.773","H6_6/17/18","6/17/18","H6","Halichoeres radiatus",5,1,1.74077310749423,1.74077310749423
"H6_6/17/18.899","H6_6/17/18","6/17/18","H6","Gymnothorax vicinus",40,1,198.569435018208,198.569435018208
"H6_6/17/18.921","H6_6/17/18","6/17/18","H6","Pomacanthus paru",10,1,27.1328889858928,27.1328889858928
"H6_6/17/18.932","H6_6/17/18","6/17/18","H6","Pomacanthus paru",8,1,13.5068891995369,13.5068891995369
"H6_6/17/18.958","H6_6/17/18","6/17/18","H6","Stegastes partitus",5,1,2.90552650571861,2.90552650571861
"H6_6/17/18.1029","H6_6/17/18","6/17/18","H6","Sparisoma radians",9,3,13.7479509516153,41.2438528548458
"H6_6/17/18.1099","H6_6/17/18","6/17/18","H6","Nicholsina usta",8,15,20.5795944540444,308.693916810667
"H6_6/17/18.1100","H6_6/17/18","6/17/18","H6","Nicholsina usta",8,15,20.5795944540444,308.693916810667
"H6_6/17/18.1105","H6_6/17/18","6/17/18","H6","Nicholsina usta",5,15,6.70827184500095,100.624077675014
"H6_6/17/18.1107","H6_6/17/18","6/17/18","H6","Nicholsina usta",5,15,6.70827184500095,100.624077675014
"MOW3_5/21/17.46","MOW3_5/21/17","5/21/17","MOW3","Acanthurus coeruleus",16,1,124.928,124.928
"MOW3_5/21/17.246","MOW3_5/21/17","5/21/17","MOW3","Haemulon plumieri",4,5,0.968316684298816,4.84158342149408
"MOW3_5/21/17.588","MOW3_5/21/17","5/21/17","MOW3","Holocentrus adscensionis",23,1,240.9066,240.9066
"MOW3_5/21/17.783","MOW3_5/21/17","5/21/17","MOW3","Bodianus rufus",3,1,0.414972381216395,0.414972381216395
"MOW3_5/21/17.790","MOW3_5/21/17","5/21/17","MOW3","Thalassoma bifasciatum",3,3,0.263490390251288,0.790471170753863
"MOW3_5/21/17.915","MOW3_5/21/17","5/21/17","MOW3","Pomacanthus arcuatus",25,1,475.835133291256,475.835133291256
"MOW3_5/21/17.1147","MOW3_5/21/17","5/21/17","MOW3","Pterois volitans",14,1,29.3943427656007,29.3943427656007
"MOW3_5/21/17.1168","MOW3_5/21/17","5/21/17","MOW3","Epinephelus striatus",26,1,315.599301789562,315.599301789562
"MOW3_5/21/17.1229","MOW3_5/21/17","5/21/17","MOW3","Canthigaster rostrata",5,2,3.74335439556503,7.48670879113005
"LH1_5/24/17.47","LH1_5/24/17","5/24/17","LH1","Acanthurus coeruleus",8,3,15.616,46.848
"LH1_5/24/17.52","LH1_5/24/17","5/24/17","LH1","Acanthurus coeruleus",10,1,30.5,30.5
"LH1_5/24/17.55","LH1_5/24/17","5/24/17","LH1","Acanthurus coeruleus",9,3,22.2345,66.7035
"LH1_5/24/17.56","LH1_5/24/17","5/24/17","LH1","Acanthurus coeruleus",9,1,22.2345,22.2345
"LH1_5/24/17.142","LH1_5/24/17","5/24/17","LH1","Haemulon parra",4,1,1.2613006816939,1.2613006816939
"LH1_5/24/17.148","LH1_5/24/17","5/24/17","LH1","Haemulon plumieri",12,6,31.2099537670289,187.259722602173
"LH1_5/24/17.156","LH1_5/24/17","5/24/17","LH1","Haemulon plumieri",7,8,5.6794894141311,45.4359153130488
"LH1_5/24/17.165","LH1_5/24/17","5/24/17","LH1","Haemulon plumieri",6,8,3.48880826915612,27.9104661532489
"LH1_5/24/17.177","LH1_5/24/17","5/24/17","LH1","Haemulon plumieri",9,4,12.5700438051896,50.2801752207585
"LH1_5/24/17.190","LH1_5/24/17","5/24/17","LH1","Haemulon plumieri",4,8,0.968316684298816,7.74653347439053
"LH1_5/24/17.205","LH1_5/24/17","5/24/17","LH1","Haemulon plumieri",12,1,31.2099537670289,31.2099537670289
"LH1_5/24/17.207","LH1_5/24/17","5/24/17","LH1","Haemulon plumieri",13,1,40.1960238861286,40.1960238861286
"LH1_5/24/17.212","LH1_5/24/17","5/24/17","LH1","Haemulon plumieri",11,1,23.7047798677797,23.7047798677797
"LH1_5/24/17.228","LH1_5/24/17","5/24/17","LH1","Haemulon plumieri",5,8,1.96051129184004,15.6840903347203
"LH1_5/24/17.319","LH1_5/24/17","5/24/17","LH1","Haemulon plumieri",10,1,17.5382142145822,17.5382142145822
"LH1_5/24/17.323","LH1_5/24/17","5/24/17","LH1","Haemulon plumieri",11,6,23.7047798677797,142.228679206678
"LH1_5/24/17.408","LH1_5/24/17","5/24/17","LH1","Haemulon plumieri",10,4,17.5382142145822,70.1528568583288
"LH1_5/24/17.489","LH1_5/24/17","5/24/17","LH1","Holocentrus adscensionis",8,1,10.1376,10.1376
"LH1_5/24/17.494","LH1_5/24/17","5/24/17","LH1","Holocentrus adscensionis",7,1,6.7914,6.7914
"LH1_5/24/17.500","LH1_5/24/17","5/24/17","LH1","Holocentrus adscensionis",7,5,6.7914,33.957
"LH1_5/24/17.512","LH1_5/24/17","5/24/17","LH1","Holocentrus adscensionis",15,2,66.825,133.65
"LH1_5/24/17.513","LH1_5/24/17","5/24/17","LH1","Holocentrus adscensionis",10,2,19.8,39.6
"LH1_5/24/17.516","LH1_5/24/17","5/24/17","LH1","Holocentrus adscensionis",6,5,4.2768,21.384
