"Reef","Shoot.growth","C.production","SLA","Seagrass.P","Seagrass.N","LAI","Seagrass.C13"
"H2","-70.2355235057085","0","0","-0.0115010566376037","0","0","-0.545958931285897"
"H2","-49.7868708126324","0","0","-0.00777333934167516","0","0","-0.374895172217809"
"H2","-82.6286963162847","0","0","-0.0154813919176963","0","0","-0.690297562252338"
"H2","-91.0332091495407","0","0","-0.0180502975097301","0","0","-0.759345455810976"
"H2","-42.2926326867287","0","0","-0.00547119389882882","0","0","-0.29652106741225"
"H2","-78.5511956986268","0","0","-0.0117855886152881","0","0","-0.557095828723151"
"H2","-60.4102961548421","0","0","-0.0101502603206929","0","0","-0.479573490718221"
"H2","-70.713600397668","0","0","-0.0133135914056163","0","0","-0.594224191454604"
"H2","-74.8146042636492","0","0","-0.0134132361237603","0","0","-0.619185722738576"
"H2","-75.2283841618768","0","0","-0.0141070453186018","0","0","-0.609963874533123"
"H2","-77.1062953961818","0","0","-0.0135682477095272","0","0","-0.656420990768255"
"H2","-77.5548003151949","0","0","-0.0166884351722932","0","0","-0.649320741859901"
"H2","-83.4707547634315","0","0","-0.0180032923677415","0","0","-0.693280179997685"
"H2","-82.8532751311957","0","0","-0.0167742742074975","0","0","-0.711441583932472"
"H2","-60.1536140700702","0","0","-0.00998008592054072","0","0","-0.474236767792507"
"H2","-74.5457612011644","0","0","-0.0130763630647749","0","0","-0.583829006439239"
"H2","-62.7469415238811","0","0","-0.0101300972758787","0","0","-0.520944787569552"
"H2","-53.8558962273386","0","0","-0.00803030068441011","0","0","-0.395866369002835"
"H2","-75.5760301414407","0","0","-0.0155921594548224","0","0","-0.620889599042406"
"H2","-46.5999897299977","0","0","-0.00602203915806626","0","0","-0.32800924240429"
"H2","-68.5426736245292","0","0","-0.0130671580327782","0","0","-0.609281563669213"
"H2","-40.9867366084713","0","0","-0.00534218666498565","0","0","-0.258125920809119"
"H2","-56.4675651237052","0","0","-0.00829804169491144","0","0","-0.41366621635316"
"H2","-41.527935375843","0","0","-0.00481831042663809","0","0","-0.243890649233805"
"H2","-89.1640902884099","0","0","-0.0176426461434929","0","0","-0.754730225134295"
"H2","-83.2677075643812","0","0","-0.0160939014727358","0","0","-0.685595278013183"
"H2","-35.6842246062046","0","0","-0.00380899749814359","0","0","-0.238918293053254"
"H2","-54.3174171109387","0","0","-0.0085194551612604","0","0","-0.442679148734697"
"H2","-57.919846353103","0","0","-0.0093921545695005","0","0","-0.474243934819345"
"H2","-48.3045798110871","0","0","-0.00606447448498379","0","0","-0.330542519347203"
"H2","-75.442551475544","0","0","-0.0142514500080144","0","0","-0.635466744302373"
"H2","-92.5497717734899","0","0","-0.0191495648409149","0","0","-0.799866550002381"
"H2","-83.3622442695603","0","0","-0.0160164065518593","0","0","-0.68420935097055"
"H2","-89.3366020398766","0","0","-0.0175561727787055","0","0","-0.741360427719744"
"H2","-27.4851062275155","0","0","-0.00446108289274606","0","0","-0.216959583094249"
"H2","-44.3986811811561","0","0","-0.00507604407981826","0","0","-0.288600721649811"
"H2","-32.0865360484862","0","0","-0.00331221711302119","0","0","-0.183158048049952"
"H2","-79.6001554116781","0","0","-0.0152758553400397","0","0","-0.709483789239457"
"H2","-68.5789863746698","0","0","-0.01177434321683","0","0","-0.580585660239922"
"H2","-80.4570423415395","0","0","-0.0167310276443229","0","0","-0.657483088808671"
"H2","-71.2661594066888","0","0","-0.0128372626632172","0","0","-0.623086387104763"
"H2","-68.2461094859792","0","0","-0.0121165659873112","0","0","-0.556104109852628"
"H2","-86.5498198318179","0","0","-0.0167250354738057","0","0","-0.73547635591306"
"H2","-63.9257921154142","0","0","-0.00864936795585518","0","0","-0.426320356491296"
"H2","-59.0236307963368","0","0","-0.00710550716774178","0","0","-0.373048345276097"
"H2","-54.8238595361547","0","0","-0.00797609981876677","0","0","-0.403917830291876"
"H2","-86.6791526812361","0","0","-0.0181416532363521","0","0","-0.757898626209002"
"H2","-53.6548697952497","0","0","-0.01033411250538","0","0","-0.416439645024596"
"H2","-54.8398334283395","0","0","-0.00895545217916124","0","0","-0.430594946013934"
"H2","-22.8366643016006","0","0",NA,"0","0","-0.167315242204791"
"H2","-80.9126778725862","0","0","-0.0151114852604518","0","0","-0.654539533134443"
"H2","-86.1213545099233","0","0","-0.0176863641090229","0","0","-0.744969835164539"
"H2","-55.9950110657332","0","0","-0.00925882699654955","0","0","-0.432845078944478"
"H2","-48.4514249506275","0","0","-0.00718854138350756","0","0","-0.362277553569849"
"H2","-73.5207530623129","0","0","-0.0136231942400643","0","0","-0.644931976231459"
"H2","-54.7574818094901","0","0","-0.00801069848981875","0","0","-0.405023817755647"
"H2","-88.7915530310811","0","0","-0.0184081872372238","0","0","-0.768817325966421"
"H2","-53.8467575629851","0","0","-0.00821991314161124","0","0","-0.438394895728688"
"H2","-54.1402010559002","0","0","-0.00669433158966013","0","0","-0.347927222237902"
"H2","-52.4625897022464","0","0","-0.00611879379741696","0","0","-0.324950379943675"
"H2","-76.5396744253104","0","0","-0.0142739944079769","0","0","-0.681429781871316"
"H2","-61.7472268382764","0","0","-0.0112419571707501","0","0","-0.498344121938973"
"H2","-66.1233122181416","0","0","-0.0116072288855667","0","0","-0.57071272750062"
"H2","-49.1217962185243","0","0","-0.00679698408059562","0","0","-0.345277984169079"
"H2","-48.9607599923298","0","0","-0.00798225203010546","0","0","-0.404547730384837"
"H2","-64.6454476849182","0","0","-0.0107285285316854","0","0","-0.493339108836088"
"H2","-73.0481670667511","0","0","-0.0129959004080791","0","0","-0.576818651349033"
"H2","-78.8766645838584","0","0","-0.015022275358731","0","0","-0.712384808633214"
"H2","-42.9582729463979","0","0","-0.00686867133336431","0","0","-0.306579308393146"
"H2","-77.0034828474145","0","0","-0.0117584675873111","0","0","-0.550625296167056"
"H2","-76.3015356931634","0","0","-0.0138292695775372","0","0","-0.607499962261476"
"H2","-63.1075665074441","0","0","-0.0108150438143685","0","0","-0.505682928226751"
"H2","-76.3318163165086","0","0","-0.0133680414226298","0","0","-0.660290063698304"
"H2","-54.098080947047","0","0","-0.00847762315294688","0","0","-0.384228878261846"
"H2","-68.0018906136534","0","0","-0.0117026949755419","0","0","-0.551251370786575"
"H2","-73.7034621511414","0","0","-0.0143627696606692","0","0","-0.659245822591457"
"H2","-51.7773068294815","0","0","-0.00816910229125145","0","0","-0.386784304679774"
"H2","-57.1502695157593","0","0","-0.00718072764090715","0","0","-0.371604964888707"
"H2","-72.5018992902957","0","0","-0.0132111158290261","0","0","-0.638295241530289"
"H2","-100.270102212072","0","0","-0.0213770466367306","0","0","-0.883999646672057"
"H2","-58.7394605838831","0","0","-0.00948070720395413","0","0","-0.482370407708074"
"H2","-66.5990526945246","0","0","-0.0118080315189075","0","0","-0.564879203406777"
"H2","-74.7390592055234","0","0","-0.0146057441242994","0","0","-0.594316530394345"
"H2","-62.1756074649604","0","0","-0.00791265819543121","0","0","-0.405306379638131"
"H2","-65.6964278905986","0","0","-0.0115258151546935","0","0","-0.567859409335072"
"H2","-75.9496427752572","0","0","-0.0134570973735165","0","0","-0.637119761814875"
"H2","-61.0773722164769","0","0","-0.0102965262484226","0","0","-0.470371128970504"
"H2","-47.7135758163171","0","0","-0.00486912070422322","0","0","-0.274517448300855"
"H2","-39.2298913077178","0","0","-0.00440139762932714","0","0","-0.260598485703791"
"H2","-56.5631772201948","0","0","-0.00793266004360396","0","0","-0.406444779702333"
"H2","-35.3724856324615","0","0","-0.00400528210659668","0","0","-0.208111957659776"
"H2","-51.0490061406545","0","0","-0.00797940133850896","0","0","-0.379968020911395"
"H2","-49.760169921528","0","0","-0.00815780497311372","0","0","-0.364858802404565"
"H2","-38.2272989058605","0","0","-0.00492519343389191","0","0","-0.245343812495231"
"H3","-18.0740850839825","-0.222779653370462","0","-0.0126837604898863","-0.215057913163302","0","0"
"H3","-33.4973803323661","-0.166535474885713","0","-0.0195668185049693","-0.270856767076328","0","0"
"H3","-17.3246038298054","-0.262803465997107","0","-0.0122889450507739","-0.208700353521012","0","0"
"H3","-32.9110157122897","-0.138127102769868","0","-0.0192530796165412","-0.276696498397964","0","0"
"H3","-31.3646269610966","-0.268362029351196","0","-0.0214856847744422","-0.256390289123241","0","0"
"H3","-33.2840357715856","-0.143439772928883","0","-0.0192720567287431","-0.271566380977731","0","0"
"H3","-31.993896155483","-0.145338959114141","0","-0.0184852195658592","-0.27524006559814","0","0"
"H3","-23.5432027866954","-0.349025393192395","0","-0.0152217957886392","-0.222876970824286","0","0"
"H3","-44.4278638828698","-0.172400558577026","0","-0.0256698941910062","-0.306396729906718","0","0"
"H3","-50.7148141966218","-0.179785425802124","0","-0.0327709951942105","-0.329294837581228","0","0"
"H3","-16.7612389406978","-0.251617473745399","0","-0.0112141642654901","-0.204595506440856","0","0"
"H3","-33.3554440862667","-0.0748471341139398","0","-0.0194445928000265","-0.27245357488145","0","0"
"H3","-29.8694304969443","-0.246231006838787","0","-0.0183414966656658","-0.247974235468145","0","0"
"H3","-39.4709083759377","-0.269751031887314","0","-0.0234700602702634","-0.275512392727338","0","0"
"H3","-37.932094746862","-0.11961295340976","0","-0.021774492660613","-0.285193665665803","0","0"
"H3","-40.1238726574542","-0.243520617054952","0","-0.0236760314731101","-0.288204386739523","0","0"
"H3","-38.0779956256575","-0.12810960679329","0","-0.0215106501314477","-0.292503898508048","0","0"
"H3","-41.0140801705143","-0.174749762806331","0","-0.024050119100785","-0.292198349483617","0","0"
"H3","-50.0740168028418","-0.124730546332855","0","-0.0265879352181905","-0.306712512243251","0","0"
"H3","-47.2486011791039","-0.170917300622401","0","-0.0291420339608566","-0.304884202263178","0","0"
"H3","-29.3014671847587","-0.24980535302366","0","-0.0180211184239603","-0.247630801946606","0","0"
"H3","-36.7100346204959","-0.237430356399393","0","-0.0235124375231925","-0.288934668937097","0","0"
"H3","-28.8726183478415","-0.199476785068056","0","-0.0170980741973715","-0.255036317140218","0","0"
"H3","-23.4722381031556","-0.317928956537816","0","-0.0147118204954497","-0.235441710289137","0","0"
"H3","-38.5260393507301","-0.188094068200441","0","-0.0226949236975755","-0.288088151440999","0","0"
"H3","-17.7997112245829","-0.234838863985434","0","-0.0120229763515212","-0.217199233067332","0","0"
"H3","-36.3911576619311","-0.19230567925999","0","-0.0199691039235553","-0.269705520730839","0","0"
"H3","-17.9431793693422","-0.239198236787817","0","-0.0125533261462902","-0.196761339615477","0","0"
"H3","-24.1553625440779","-0.201879693397426","0","-0.0147195098342588","-0.238579436917445","0","0"
"H3","-16.3884177911935","-0.253095403540609","0","-0.0117252417700456","-0.198334960034487","0","0"
"H3","-49.0699323918864","-0.157823905560491","0","-0.0291386115222166","-0.334280518812978","0","0"
"H3","-45.4402706581544","-0.207778210891272","0","-0.0297218417921811","-0.30915027055264","0","0"
"H3","-13.0770179644569","-0.308650921646101","0","-0.0090792500642216","-0.183564721031958","0","0"
"H3","-25.083399687441","-0.239511876078777","0","-0.0149835908412289","-0.232374886785221","0","0"
"H3","-27.1949579727634","-0.239154135061281","0","-0.0155233973117427","-0.242986026159292","0","0"
"H3","-17.6510106913051","-0.253373687251541","0","-0.0119137698236699","-0.218579081460108","0","0"
"H3","-41.5841344771725","-0.195628825922099","0","-0.0259367824020668","-0.28601648106776","0","0"
"H3","-53.785280674636","-0.269069657841248","0","-0.0306470085353063","-0.333366298902271","0","0"
"H3","-45.1538888467065","-0.205060737938597","0","-0.0290004239026786","-0.309686042764518","0","0"
"H3","-49.3583892407567","-0.198824302193049","0","-0.0283453702414651","-0.325133087150426","0","0"
"H3",NA,"-0.224256376846493","0","-0.0110252030577045","-0.183768570742615","0","0"
"H3","-15.4378052903007","-0.258223592012781","0","-0.0110887927855296","-0.208025095906878","0","0"
"H3","-7.38484462805994","-0.302321889427019","0",NA,"-0.178754036130774","0","0"
"H3","-42.9768617894825","-0.082509528844145","0","-0.0242257340497978","-0.304487427976219","0","0"
"H3","-32.5340571594368","-0.17632673095987","0","-0.0191059929424863","-0.270337953369873","0","0"
"H3","-46.406113811024","-0.141803748560512","0","-0.0244271461577244","-0.29983107778643","0","0"
"H3","-36.2829182240788","-0.160292577019112","0","-0.0208668422964038","-0.276138108238585","0","0"
"H3","-34.4403941893468","-0.209393314981895","0","-0.0206808454273926","-0.268295654393147","0","0"
"H3","-46.8715306507852","-0.142554092931835","0","-0.0276010106738704","-0.31576007594648","0","0"
"H3","-24.5647079198364","-0.161863716790199","0","-0.0154148265008221","-0.246049436636157","0","0"
"H3","-20.7538029380057","-0.193384160249013","0","-0.0138340843549497","-0.232378487335525","0","0"
"H3","-22.9042633280903","-0.187879926539646","0","-0.0144454330984645","-0.239159131887992","0","0"
"H3","-51.187714830755","-0.157171953416513","0","-0.0321651565393457","-0.313821705670077","0","0"
"H3","-30.2525973957035","-0.248625383543327","0","-0.0168299356505254","-0.228607306891926","0","0"
"H3","-26.7669158036249","-0.267460222128998","0","-0.017157660427702","-0.232907972120763","0","0"
"H3","-1.38920511964815","-0.319674577560857","0",NA,"-0.151309243422051","0","0"
"H3","-42.4882552019518","-0.203939669403965","0","-0.0267376070001171","-0.304146258669782","0","0"
"H3","-49.7509564213673","-0.160324549102642","0","-0.0311208766558354","-0.313203374594411","0","0"
"H3","-26.80118106441","-0.319138453106406","0","-0.0168216985398171","-0.239261352006962","0","0"
"H3","-21.9336187479153","-0.325833232065307","0","-0.0143869345986157","-0.219236222717671","0","0"
"H3","-37.8975618726264","-0.165951299434538","0","-0.020968103989509","-0.283174899297806","0","0"
"H3","-23.2462153117064","-0.227185873948524","0","-0.0142194013759709","-0.234322340561965","0","0"
"H3","-51.9340980390272","-0.261896870633207","0","-0.029774279184676","-0.322930832989677","0","0"
"H3","-24.396880249516","-0.238232683775417","0","-0.0148885464335034","-0.231059526951357","0","0"
"H3","-19.9495372255009","-0.19185254432776","0","-0.0134727630226094","-0.218335403584535","0","0"
"H3","-18.5671320182457","-0.211594193394472","0","-0.0127189325878963","-0.218047818751677","0","0"
"H3","-39.3107953945187","-0.124641305500624","0","-0.022804591405476","-0.289444956064089","0","0"
"H3","-32.6670979337702","-0.387679758841607","0","-0.0200337474398695","-0.24663972321311","0","0"
"H3","-33.0091362246575","-0.178789800114265","0","-0.0192931849249167","-0.262603826584069","0","0"
"H3","-20.282432604355","-0.320142624898276","0","-0.0141909821652121","-0.222612382331859","0","0"
"H3","-23.6304148057096","-0.273684298738178","0","-0.0138258168416977","-0.218183008723791","0","0"
"H3","-30.4750288592576","-0.259522556144645","0","-0.0198125564951266","-0.262801649594097","0","0"
"H3","-36.6822118171885","-0.229307857509474","0","-0.0230098094651818","-0.284130384871888","0","0"
"H3","-41.100787464784","-0.133844368194816","0","-0.0231964498961188","-0.296176370897653","0","0"
"H3",NA,"-0.174276842246989","0","-0.0150006971228379","-0.232612577812343","0","0"
"H3","-32.5931720069289","-0.0502873755749473","0","-0.0195702465105457","-0.273328348592484","0","0"
"H3","-38.9776701282696","-0.238569535909939","0","-0.0229416814575589","-0.292599333002109","0","0"
"H3","-31.7247807848426","-0.2405756826033","0","-0.0196495409184609","-0.263742492951352","0","0"
"H3","-37.5408927659498","-0.136030468782297","0","-0.0215624800526113","-0.290528670773447","0","0"
"H3","-26.1560471687342","-0.0762963621640586","0","-0.0171943564827334","-0.260662857823972","0","0"
"H3","-32.607669409825","-0.154053373335869","0","-0.01920112641637","-0.267689926899586","0","0"
"H3","-40.0317464014495","-0.161226313985033","0","-0.0219345988308158","-0.282693342209297","0","0"
"H3","-24.7664844164557","-0.309280679846932","0","-0.0155028390749431","-0.227427630519027","0","0"
"H3","-21.5462993389044","-0.168518260791439","0","-0.0143533711853708","-0.226111972058832","0","0"
"H3","-37.3324976227027","-0.153027636356205","0","-0.0213734698528215","-0.279148533526588","0","0"
"H3","-59.7074546011476","-0.114704036386518","0","-0.0367002419070062","-0.362239093998398","0","0"
"H3","-27.3540257556794","-0.206706618577507","0","-0.0165814585515864","-0.243527641229427","0","0"
"H3","-33.9177765997085","-0.155462912851271","0","-0.0201630337936897","-0.262516699362189","0","0"
"H3","-40.39476271192","-0.171866718896902","0","-0.0218248528888977","-0.286158676289786","0","0"
"H3","-23.2081640280598","-0.161477012046149","0","-0.0152700863009538","-0.243234624890028","0","0"
"H3","-33.1111016345162","-0.193646174077358","0","-0.0187335003296806","-0.262271647808672","0","0"
"H3","-37.1272826918789","-0.122456658177324","0","-0.0214201149802337","-0.288929462450224","0","0"
"H3","-29.6387478297776","-0.267230243458081","0","-0.0200044817756429","-0.252155275614862","0","0"
"H3","-15.145797402354","-0.243491574176192","0","-0.0107091518119382","-0.20131445861747","0","0"
"H3","-13.8002015241022","-0.263961672138162","0","-0.0100879109815788","-0.196790972860945","0","0"
"H3","-22.4078773855392","-0.20486942314277","0","-0.0142386648185006","-0.240098950932182","0","0"
"H3","-8.73346636376697","-0.289892592383366","0",NA,"-0.188109842040033","0","0"
"H3","-24.1899223739679","-0.302622054930369","0","-0.0167389391311991","-0.225524721651163","0","0"
"H3","-21.7980499423498","-0.274834922845489","0","-0.0140088706063705","-0.220402909790104","0","0"
"H3","-16.4577990953454","-0.206495380904721","0","-0.0118079080610259","-0.219678156591543","0","0"
"H4","-22.0552876929547","0","0","-0.00671335764222949","-0.0742008091668074","0","-0.501572746586259"
"H4","-16.5671831569805","0","0","-0.0122577668984414","-0.132693398071341","0","-0.921253554348368"
"H4","-28.2648160803371","0","0","-0.00610976970136321","-0.0665913661786645","0","-0.449799347041451"
"H4","-15.3027925365234","0","0","-0.0122736070977435","-0.126231014205214","0","-0.92163973535991"
"H4","-22.3398084478279","0","0","-0.0126139545291325","-0.109220910894955","0","-0.8254856611499"
"H4","-15.9648794269478","0","0","-0.0122004384233264","-0.124671801328063","0","-0.914045030793861"
"H4","-17.9547882467043","0","0","-0.0119411867337307","-0.126813882630754","0","-0.898542576409536"
"H4","-26.4807250358095","0","0","-0.00818885486501531","-0.0847221453619937","0","-0.601753751142712"
"H4","-22.3249134066936","0","0","-0.0173212820088932","-0.155269218193453","0","-1.15061289674619"
"H4","-18.556312392891","0","0","-0.0176302944256597","-0.169160617374615","0","-1.27386217831916"
"H4","-24.8848676579014","0","0","-0.00630887086401319","-0.071791432562852","0","-0.493071962579367"
"H4","-13.9023670513027","0","0","-0.0123260969614224","-0.13003094723209","0","-0.935047279131447"
"H4","-21.7175752392793","0","0","-0.0109903358639063","-0.122243054263907","0","-0.895228256817929"
"H4","-21.1291168514939","0","0","-0.0134637815290454","-0.130067598163581","0","-0.970172929508103"
"H4","-14.8302821187615","0","0","-0.0138013599965951","-0.139809734944765","0","-1.00502986604512"
"H4","-18.9898036085762","0","0","-0.0141409625000451","-0.137595669632084","0","-1.02394719798123"
"H4","-14.8697930612959","0","0","-0.0137866591453694","-0.151657949345686","0","-1.06117468612407"
"H4","-21.0216738237721","0","0","-0.0158438524868986","-0.143071134571947","0","-1.06256375619392"
"H4",NA,"0","0","-0.016771963886864","-0.178882597245605","0","-1.33183532843514"
"H4","-14.1254351143593","0","0","-0.018496266698013","-0.160208550843364","0","-1.20184861874277"
"H4","-20.7559368864735","0","0","-0.0107990846184094","-0.120673364694716","0","-0.772629949482016"
"H4","-17.8080218097552","0","0","-0.014935855228787","-0.131861126284977","0","-0.964077213639893"
"H4","-18.645059453264","0","0","-0.0104760258545557","-0.115226772015138","0","-0.809795852050942"
"H4","-27.3133496969282","0","0","-0.00935275995648978","-0.0897435131680718","0","-0.629390915483994"
"H4","-18.0760955441424","0","0","-0.0148819743839187","-0.137011052507578","0","-1.00918061714706"
"H4","-23.4145431282885","0","0","-0.0068431533798023","-0.0780232795335075","0","-0.537503490341766"
"H4","-19.1090682994416","0","0","-0.0123336851753032","-0.136650063013517","0","-0.990737170584949"
"H4","-27.1375032078903","0","0","-0.00619620875005749","-0.0624284974732049","0","-0.438086598843546"
"H4","-21.3045180530227","0","0","-0.00894361941065326","-0.0983940055551738","0","-0.687354390555455"
"H4","-25.8125061675891","0","0","-0.00582206133447613","-0.0605100776916774","0","-0.418516510463366"
"H4","-12.1329084157919","0","0","-0.0193788570765338","-0.168590925094257","0","-1.25689748132337"
"H4","-15.5738697539924","0","0","-0.0159095986148718","-0.15369338808308","0","-1.15092576339423"
"H4","-38.8828015580467","0","0","-0.00479303849730897","-0.0560078427600962","0","-0.380082043519317"
"H4","-25.5338972024819","0","0","-0.0089234330217569","-0.0967716802718378","0","-0.690798101176141"
"H4","-22.6909364690145","0","0","-0.00946078834380733","-0.108247889275284","0","-0.764379319034107"
"H4","-26.4923251058341","0","0","-0.00672815956573941","-0.0781913601440917","0","-0.532388502357277"
"H4","-16.8811271181261","0","0","-0.0164000559755884","-0.139707273531022","0","-1.04050927190282"
"H4","-15.5814410128004","0","0","-0.0183321864726766","-0.174795261592494","0","-1.32059598012789"
"H4","-15.5001423621928","0","0","-0.0158330404919785","-0.153425858829226","0","-1.14704301332243"
"H4","-14.1186132950736","0","0","-0.017697159128536","-0.164842242480315","0","-1.23912758345287"
"H4","-26.0498083424385","0","0","-0.00546328880049361","-0.0505013655988875","0","-0.384800367822329"
"H4","-25.0793002430443","0","0","-0.0059944433633733","-0.0706580628661326","0","-0.472461322617154"
"H4","-32.0815593073465","0","0","-0.00435165628499165","-0.0459731065778322","0","-0.313483090020762"
"H4","-11.7225659293771","0","0","-0.0154703944468259","-0.15956132123782","0","-1.15484236124514"
"H4","-20.8685886332459","0","0","-0.0119182655900415","-0.132793260235465","0","-0.940055084496865"
"H4","-14.685816611725","0","0","-0.015702244340852","-0.169102124546943","0","-1.248664251354"
"H4","-18.7795734499892","0","0","-0.0128792172980767","-0.141817998556319","0","-1.0150809243287"
"H4","-18.1053944086682","0","0","-0.0127993297636706","-0.142891910202034","0","-1.04049595908099"
"H4",NA,"0","0","-0.0187321210720066","-0.160409580650206","0","-1.19931780616805"
"H4","-22.9115174223564","0","0","-0.00933028106388066","-0.101339238266877","0","-0.718784476575758"
